Estado,No cultivo,Cultivo,Tipo / Variedad,Unidad de medida,Superficie Sembrada (ha),Superficie Cosechada (ha),Superficie Siniestrada (ha),Producción,Rendimiento (udm/ha),PMR ($/udm),Valor Producción (miles de Pesos)
NAYARIT,33.00,Chile verde,Chile verde habanero,Tonelada,32.50,32.50,0.00,506.82,15.59,22363.87,11334.46
NAYARIT,34.00,Chile verde,Chile verde caloro,Tonelada,4.50,4.50,0.00,158.15,35.14,14394.75,2276.53
NAYARIT,35.00,Ciruela,Ciruela del país,Tonelada,396.75,396.75,0.00,2078.43,5.24,5428.23,11282.20
NAYARIT,36.00,Coco fruta,Coco fruta s/clasificar,Tonelada,836.00,729.00,0.00,10604.58,14.55,2364.21,25071.41
NAYARIT,37.00,Col (repollo),Col (repollo) blanca,Tonelada,3.50,3.50,0.00,63.73,18.21,2223.20,141.68
NAYARIT,38.00,Durazno,Durazno diamante,Tonelada,75.28,72.28,0.00,336.40,4.65,7502.50,2523.84
NAYARIT,39.00,Durazno,Durazno criollo,Tonelada,5.00,5.00,0.00,38.61,7.72,5837.00,225.37
NAYARIT,40.00,Ejote,Ejote s/clasificar,Tonelada,193.00,193.00,0.00,2598.30,13.46,7267.63,18883.49
NAYARIT,41.00,Elote,Elote s/clasificar,Tonelada,1780.50,1676.50,104.00,23989.42,14.31,1509.71,36217.05
NAYARIT,42.00,Frijol,Frijol negro jamapa,Tonelada,19359.85,19359.85,0.00,22112.62,1.14,14056.69,310830.20
NAYARIT,43.00,Frijol,Frijol pinto nacional,Tonelada,2830.00,2830.00,0.00,3493.93,1.23,10650.69,37212.77
NAYARIT,44.00,Frijol,Frijol azufrado,Tonelada,15918.15,15891.15,27.00,15958.50,1.00,11784.86,188068.69
NAYARIT,45.00,Frijol,Frijol marcela,Tonelada,5218.95,5218.95,0.00,6364.70,1.22,12037.71,76616.40
NAYARIT,46.00,Frijol,Frijol flor de junio,Tonelada,1146.00,1146.00,0.00,1533.83,1.34,10653.33,16340.39
NAYARIT,47.00,Frijol,Frijol mayocoba,Tonelada,1146.00,1146.00,0.00,1353.70,1.18,18491.68,25032.19
NAYARIT,48.00,Frijol,Frijol peruano,Tonelada,5716.00,5716.00,0.00,7395.71,1.29,18394.66,136041.55
NAYARIT,49.00,Frijol,Frijol pinto americano,Tonelada,276.75,276.75,0.00,332.43,1.20,11082.50,3684.16
NAYARIT,50.00,Frijol,Frijol bayo berrendo,Tonelada,2063.00,2063.00,0.00,2231.43,1.08,18548.34,41389.32
NAYARIT,51.00,Frijol,Frijol pinto saltillo,Tonelada,7806.45,7806.45,0.00,10563.14,1.35,10570.95,111662.43
NAYARIT,52.00,Frijol,Frijol flor de mayo,Tonelada,317.00,317.00,0.00,388.92,1.23,10684.76,4155.52
NAYARIT,53.00,Gai lan (kay laan),Gai lan (kay laan) s/clasificar,Tonelada,85.50,85.50,0.00,1066.71,12.48,9958.93,10623.29
NAYARIT,54.00,Garbanzo forrajero,Garbanzo forrajero s/clasificar,Tonelada,76.00,76.00,0.00,955.14,12.57,664.11,634.32
NAYARIT,55.00,Guamúchil,Guamúchil s/clasificar,Tonelada,2.00,2.00,0.00,7.20,3.60,12234.71,88.09
NAYARIT,56.00,Guanábana,Guanábana s/clasificar,Tonelada,2456.94,2205.94,0.00,23230.08,10.53,8400.90,195153.62
NAYARIT,57.00,Guayaba,Guayaba criolla,Tonelada,38.00,38.00,0.00,300.36,7.90,3501.97,1051.85
NAYARIT,58.00,Hierbabuena,Hierbabuena s/clasificar,Tonelada,0.50,0.50,0.00,4.94,9.88,1387.28,6.85
NAYARIT,59.00,Jaca (jackfruit),Jaca (jackfruit) s/clasificar,Tonelada,1555.70,1376.70,0.00,24792.68,18.01,7546.29,187092.87
NAYARIT,60.00,Jamaica,Jamaica s/clasificar,Tonelada,292.25,292.25,0.00,177.60,0.61,59728.23,10607.73
NAYARIT,61.00,Jícama,Jícama s/clasificar,Tonelada,2408.00,1889.50,518.50,71386.64,37.78,3257.16,232517.88
NAYARIT,62.00,Lechuga,Lechuga romana,Tonelada,3.50,3.50,0.00,65.34,18.67,3662.14,239.28
NAYARIT,63.00,Lima,Lima s/clasificar,Tonelada,25.42,19.42,0.00,97.61,5.03,2040.88,199.21
NAYARIT,64.00,Limón,Limón persa,Tonelada,2711.50,2361.50,0.00,23282.44,9.86,4935.72,114915.68
NAYARIT,65.00,Limón,Limón agrio (mexicano),Tonelada,138.31,125.31,0.00,842.12,6.72,4926.99,4149.11
NAYARIT,66.00,Limón,Limón persa,Tonelada,1.00,1.00,0.00,8.49,8.49,5882.18,49.94
NAYARIT,67.00,Litchi,Litchi s/clasificar,Tonelada,176.75,162.75,0.00,606.36,3.73,22063.12,13378.19
NAYARIT,68.00,Litchi,Litchi,Tonelada,3.00,3.00,0.00,13.41,4.47,27751.24,372.14
NAYARIT,69.00,Maíz forrajero en verde,Maíz forrajero en verde s/clasificar,Tonelada,7104.50,7014.50,90.00,264237.11,37.67,580.84,153480.77
NAYARIT,70.00,Maíz grano,Maíz grano amarillo,Tonelada,1628.00,1628.00,0.00,9041.80,5.55,4970.68,44943.92
NAYARIT,71.00,Maíz grano,Maíz grano blanco,Tonelada,24375.00,24351.00,24.00,102157.46,4.20,4784.41,488762.90
NAYARIT,72.00,Mandarina,Mandarina criolla,Tonelada,3.25,3.25,0.00,16.66,5.13,2718.17,45.28
NAYARIT,73.00,Mango,Mango tommy atkins,Tonelada,5949.64,5817.64,0.00,80067.67,13.76,2009.93,160930.50
NAYARIT,74.00,Mango,Mango criollo,Tonelada,240.90,237.90,0.00,1858.20,7.81,2990.16,5556.31
NAYARIT,75.00,Mango,Mango keitt,Tonelada,1528.81,1429.31,0.00,19779.72,13.84,2748.82,54370.97
NAYARIT,76.00,Mango,Mango manila,Tonelada,1535.01,1525.01,0.00,17753.73,11.64,1666.94,29594.33
NAYARIT,77.00,Mango,Mango ataulfo,Tonelada,12493.88,12128.88,0.00,128955.00,10.63,4109.98,530002.65
NAYARIT,78.00,Mango,Mango haden,Tonelada,1132.68,1129.68,0.00,12674.54,11.22,1936.63,24545.91
NAYARIT,79.00,Mango,Mango kent,Tonelada,4048.23,3798.23,0.00,59724.09,15.72,5238.59,312869.74
NAYARIT,80.00,Mango,Mango ataulfo,Tonelada,94.50,94.50,0.00,779.65,8.25,5382.54,4196.49
NAYARIT,81.00,Mango,Mango tommy atkins,Tonelada,36.50,36.50,0.00,279.59,7.66,4113.61,1150.12
NAYARIT,82.00,Mango,Mango keitt,Tonelada,26.00,26.00,0.00,282.62,10.87,3730.66,1054.36
NAYARIT,83.00,Maracuyá,Maracuyá s/clasificar,Tonelada,30.00,30.00,0.00,410.10,13.67,7941.00,3256.60
NAYARIT,84.00,Melón,Melón cantaloupe,Tonelada,371.00,215.60,155.40,4155.06,19.27,4625.96,19221.14
NAYARIT,85.00,Melón amargo,Melón amargo s/clasificar,Tonelada,83.00,83.00,0.00,3478.80,41.91,13798.50,48002.21
NAYARIT,86.00,Nanche,Nanche s/clasificar,Tonelada,201.50,194.50,0.00,716.68,3.68,7199.00,5159.38
NAYARIT,87.00,Naranja,Naranja valencia,Tonelada,71.16,71.16,0.00,658.56,9.25,2936.60,1933.93
NAYARIT,88.00,Naranja,Naranja criolla,Tonelada,6.50,6.50,0.00,19.00,2.92,2515.79,47.80
NAYARIT,89.00,Noni,Noni s/clasificar,Tonelada,15.30,15.30,0.00,71.17,4.65,4353.07,309.81
NAYARIT,90.00,Nopalitos,Nopalitos s/clasificar,Tonelada,59.94,55.94,0.00,379.00,6.78,3948.27,1496.40
NAYARIT,91.00,Okra (angú o gombo),Okra (angú o gombo),Tonelada,7.00,7.00,0.00,89.04,12.72,5450.00,485.27
NAYARIT,92.00,Papaya,Papaya hawaiana,Tonelada,3.00,3.00,0.00,65.83,21.94,5973.48,393.23
NAYARIT,93.00,Papaya,Papaya maradol,Tonelada,232.00,232.00,0.00,5466.49,23.56,4402.40,24065.70
NAYARIT,94.00,Pasto tapete,Pasto tapete s/clasificar,Metro cuadrado,12.00,12.00,0.00,119638.00,9969.83,25.27,3023.25
NAYARIT,95.00,Pastos y praderas,Pastos y praderas estrella,Tonelada,425.90,425.90,0.00,9983.88,23.44,227.09,2267.23
NAYARIT,96.00,Pastos y praderas,Pastos y praderas llanero,Tonelada,75962.00,75962.00,0.00,1557944.94,20.51,296.44,461831.35
NAYARIT,97.00,Pepino,Pepino pickle,Tonelada,252.75,240.75,12.00,4080.56,16.95,4359.82,17790.51
NAYARIT,98.00,Pepino,Pepino americano chino,Tonelada,3.00,3.00,0.00,57.96,19.32,4516.49,261.78
NAYARIT,99.00,Pepino,Pepino pickle,Tonelada,1.00,1.00,0.00,41.88,41.88,3104.23,130.01
NAYARIT,100.00,Piña,Piña criolla,Tonelada,1013.58,1013.58,0.00,6817.92,6.73,3801.18,25916.17
NAYARIT,101.00,Piña,Piña cayena lisa,Tonelada,1061.00,542.00,0.00,39138.77,72.21,4699.62,183937.40
NAYARIT,102.00,Pitaya,Pitaya criolla,Tonelada,27.50,21.50,0.00,142.55,6.63,9165.69,1306.57
NAYARIT,103.00,Plantero de tabaco,Plantero de tabaco s/clasificar,Planta,54.35,54.26,0.09,246915638.00,4550601.51,1.20,295299.53
NAYARIT,104.00,Plátano,Plátano macho,Tonelada,207.00,190.00,0.00,2264.75,11.92,3924.98,8889.11
NAYARIT,105.00,Plátano,Plátano morado,Tonelada,4.50,3.50,0.00,33.53,9.58,3732.88,125.16
NAYARIT,106.00,Plátano,Plátano thai,Tonelada,163.00,141.00,0.00,1940.79,13.76,6076.96,11794.10
NAYARIT,107.00,Plátano,Plátano enano gigante,Tonelada,199.50,148.50,0.00,1888.29,12.72,3084.93,5825.25
NAYARIT,108.00,Plátano,Plátano manzano,Tonelada,788.50,776.00,0.00,8871.16,11.43,4559.75,40450.28
NAYARIT,109.00,Plátano,Plátano pera,Tonelada,1133.50,1130.50,0.00,16454.74,14.56,1854.45,30514.42
NAYARIT,110.00,Rábano,Rabanito,Tonelada,4.50,4.50,0.00,75.17,16.70,2898.76,217.90
NAYARIT,111.00,Rambután,Rambután s/clasificar,Tonelada,2.00,2.00,0.00,9.06,4.53,8189.31,74.20
NAYARIT,112.00,Sandía,Sandía cambray (sangría),Tonelada,2610.00,2411.50,198.50,51760.10,21.46,3590.38,185838.41
NAYARIT,113.00,Sandía,Sandía verde (jubilie),Tonelada,40.00,8.00,32.00,184.00,23.00,5000.00,920.00
NAYARIT,114.00,Semilla de caña de azúcar,Semilla de caña de azúcar s/clasificar,Tonelada,630.00,615.00,0.00,55008.82,89.45,1349.35,74226.39
NAYARIT,115.00,Semilla de frijol,Semilla de frijol negro jamapa,Tonelada,125.00,125.00,0.00,154.25,1.23,19505.07,3008.66
NAYARIT,116.00,Semilla de jícama,Semilla de jícama s/clasificar,Tonelada,11.00,11.00,0.00,12.88,1.17,214560.81,2763.54
NAYARIT,117.00,Semilla de maíz grano,Semilla de maíz grano amarillo,Tonelada,164.00,164.00,0.00,578.92,3.53,11260.00,6518.64
NAYARIT,118.00,Semilla de maíz grano,Semilla de maíz grano blanco,Tonelada,5291.80,5291.80,0.00,18717.81,3.54,11960.02,223865.37
NAYARIT,119.00,Shangai-bock-choy,Shangai-bock-choy s/clasificar,Tonelada,23.00,23.00,0.00,218.71,9.51,6068.73,1327.29
NAYARIT,120.00,Sorgo escobero,Sorgo escobero s/clasificar,Tonelada,105.00,105.00,0.00,115.00,1.10,14287.65,1643.08
NAYARIT,121.00,Sorgo forrajero en verde,Sorgo forrajero en verde s/clasificar,Tonelada,1105.75,1098.75,7.00,25947.52,23.62,637.17,16532.90
NAYARIT,122.00,Sorgo grano,Sorgo grano s/clasificar,Tonelada,50517.00,50503.00,14.00,273309.17,5.41,3431.12,937756.69
NAYARIT,123.00,Stevia,Stevia s/clasificar,Tonelada,18.00,12.00,0.00,149.93,12.49,17859.00,2677.60
NAYARIT,124.00,Tabaco,Tabaco s/clasificar,Tonelada,5508.75,5508.75,0.00,14939.37,2.71,37713.52,563416.19
NAYARIT,125.00,Tamarindo,Tamarindo s/clasificar,Tonelada,41.50,41.50,0.00,191.88,4.62,7838.95,1504.14
NAYARIT,126.00,Tangerina,Tangerina s/clasificar,Tonelada,2.00,2.00,0.00,12.37,6.19,1837.00,22.72
NAYARIT,127.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,232.00,218.00,14.00,5300.68,24.32,5596.28,29664.10
NAYARIT,128.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,1.00,1.00,0.00,238.16,238.16,5677.09,1352.06
NAYARIT,129.00,Tomate verde,Tomate verde s/clasificar,Tonelada,2237.00,1759.70,477.30,29887.63,16.98,5508.67,164641.14
NAYARIT,130.00,Yu-choy,Yu-choy s/clasificar,Tonelada,97.00,97.00,0.00,1550.41,15.98,3619.09,5611.07
NUEVO LEON,1.00,Aguacate,Aguacate criollo,Tonelada,689.50,688.70,0.00,2667.71,3.87,12184.36,32504.35
NUEVO LEON,2.00,Ajo,Ajo blanco,Tonelada,5.00,5.00,0.00,44.50,8.90,21000.00,934.50
NUEVO LEON,3.00,Ajo,Ajo morado,Tonelada,335.00,335.00,0.00,4176.60,12.47,20623.78,86137.26
NUEVO LEON,4.00,Alfalfa,Alfalfa verde s/clasificar,Tonelada,2482.70,2482.70,0.00,155816.80,62.76,663.26,103347.41
NUEVO LEON,5.00,Avena forrajera en verde,Avena forrajera en verde s/clasificar,Tonelada,660.70,660.70,0.00,9295.95,14.07,434.36,4037.80
NUEVO LEON,6.00,Avena grano,Avena grano s/clasificar,Tonelada,574.00,574.00,0.00,703.56,1.23,6040.92,4250.15
NUEVO LEON,7.00,Brócoli,Brócoli s/clasificar,Tonelada,6.00,6.00,0.00,140.40,23.40,7000.00,982.80
NUEVO LEON,8.00,Calabacita,Calabacita italiana (zucchini),Tonelada,323.00,323.00,0.00,7616.36,23.58,4975.69,37896.67
NUEVO LEON,9.00,Calabaza,Calabaza de castilla,Tonelada,4.00,4.00,0.00,88.00,22.00,3000.00,264.00
NUEVO LEON,10.00,Cebada grano,Cebada grano s/clasificar,Tonelada,50.00,50.00,0.00,45.80,0.92,5565.01,254.88
NUEVO LEON,11.00,Cebolla,Cebolla cambray,Tonelada,6.00,6.00,0.00,102.00,17.00,5800.00,591.60
NUEVO LEON,12.00,Chabacano,Chabacano s/clasificar,Tonelada,6.00,6.00,0.00,6.60,1.10,13210.99,87.19
NUEVO LEON,13.00,Chile verde,Chile verde jalapeño,Tonelada,339.00,338.00,1.00,11674.40,34.54,6452.06,75323.91
NUEVO LEON,14.00,Chile verde,Chile verde serrano,Tonelada,180.00,180.00,0.00,5713.00,31.74,9083.46,51893.80
NUEVO LEON,15.00,Chile verde,Chile verde habanero,Tonelada,12.00,12.00,0.00,336.00,28.00,28800.00,9676.80
NUEVO LEON,16.00,Chile verde,Chile verde poblano,Tonelada,10.00,10.00,0.00,270.00,27.00,10250.00,2767.50
NUEVO LEON,17.00,Chile verde,Chile verde morrón (bell pepper),Tonelada,12.50,12.50,0.00,402.00,32.16,11400.00,4582.80
NUEVO LEON,18.00,Chile verde,Chile verde habanero,Tonelada,7.00,7.00,0.00,434.60,62.09,26481.26,11508.76
NUEVO LEON,19.00,Cilantro,Cilantro s/clasificar,Tonelada,18.00,18.00,0.00,172.80,9.60,9100.00,1572.48
NUEVO LEON,20.00,Ciruela,Ciruela del país,Tonelada,72.40,59.40,0.00,158.34,2.67,13133.34,2079.53
NUEVO LEON,21.00,Col (repollo),Col (repollo) blanca,Tonelada,494.00,494.00,0.00,19832.60,40.15,2134.66,42335.77
NUEVO LEON,22.00,Coliflor,Coliflor s/clasificar,Tonelada,4.00,4.00,0.00,98.00,24.50,9000.00,882.00
NUEVO LEON,23.00,Durazno,Durazno criollo,Tonelada,489.40,481.40,0.00,472.43,0.98,10131.03,4786.20
NUEVO LEON,24.00,Elote,Elote s/clasificar,Tonelada,39.00,39.00,0.00,608.40,15.60,5707.95,3472.72
NUEVO LEON,25.00,Frijol,Frijol otros negros,Tonelada,170.00,170.00,0.00,85.00,0.50,12650.00,1075.25
NUEVO LEON,26.00,Frijol,Frijol pinto americano,Tonelada,669.00,649.00,20.00,377.50,0.58,16314.44,6158.70
NUEVO LEON,27.00,Frijol,Frijol pinto nacional,Tonelada,1876.00,1840.00,36.00,838.50,0.46,11293.19,9469.34
NUEVO LEON,28.00,Frijol,Frijol pinto saltillo,Tonelada,475.00,455.00,20.00,202.50,0.45,16413.58,3323.75
NUEVO LEON,29.00,Limón,Limón italiano,Tonelada,542.00,142.00,0.00,2990.00,21.06,10336.59,30906.41
NUEVO LEON,30.00,Limón,Limón persa,Tonelada,88.00,48.00,0.00,1152.00,24.00,23838.32,27461.74
NUEVO LEON,31.00,Maíz grano,Maíz grano amarillo,Tonelada,1519.00,1399.00,120.00,5350.30,3.82,4152.27,22215.87
NUEVO LEON,32.00,Maíz grano,Maíz grano blanco,Tonelada,61813.84,61673.84,140.00,59461.52,0.96,4750.38,282464.90
NUEVO LEON,33.00,Mandarina,Mandarina dancy,Tonelada,3607.00,3607.00,0.00,49678.30,13.77,4545.79,225827.27
NUEVO LEON,34.00,Manzana,Manzana criolla,Tonelada,112.00,84.00,0.00,81.20,0.97,8256.55,670.43
NUEVO LEON,35.00,Manzana,Manzana red delicious,Tonelada,291.00,291.00,0.00,203.00,0.70,9659.68,1960.92
NUEVO LEON,36.00,Manzana,Manzana golden delicious,Tonelada,886.00,886.00,0.00,2839.80,3.21,10694.87,30371.29
NUEVO LEON,37.00,Melón,Melón cantaloupe,Tonelada,45.00,45.00,0.00,1005.00,22.33,3361.49,3378.30
NUEVO LEON,38.00,Naranja,Naranja hamlin,Tonelada,9395.00,9297.00,0.00,124493.60,13.39,3476.88,432849.46
NUEVO LEON,39.00,Naranja,Naranja valencia,Tonelada,16181.50,16056.50,0.00,240455.15,14.98,2440.42,586810.66
NUEVO LEON,40.00,Nopalitos,Nopalitos,Tonelada,4.20,4.20,0.00,153.68,36.59,5065.46,778.46
NUEVO LEON,41.00,Nuez,Nuez encarcelada (pecanera),Tonelada,4217.80,4216.50,0.00,2953.40,0.70,69272.35,204588.97
NUEVO LEON,42.00,Papa,Papa alpha (blanca),Tonelada,3069.00,3069.00,0.00,120570.10,39.29,12099.63,1458853.51
NUEVO LEON,43.00,Pasto tapete,Pasto tapete s/clasificar,Metro cuadrado,70.00,70.00,0.00,494900.00,7070.00,11.00,5443.90
NUEVO LEON,44.00,Pastos y praderas,Pastos y praderas buffel,Tonelada,180356.70,179093.70,0.00,1987912.57,11.10,388.79,772887.54
NUEVO LEON,45.00,Pastos y praderas,Pastos y praderas maralfalfa,Tonelada,79.00,79.00,0.00,6097.50,77.18,411.17,2507.11
NUEVO LEON,46.00,Pastos y praderas,Pastos y praderas bermuda,Tonelada,2931.00,2931.00,0.00,86252.00,29.43,332.31,28662.46
NUEVO LEON,47.00,Pastos y praderas,Pastos y praderas rye grass,Tonelada,83.00,83.00,0.00,1955.60,23.56,328.77,642.94
NUEVO LEON,48.00,Pastos y praderas,Pastos y praderas bermuda,Tonelada,2.85,2.85,0.00,28.56,10.02,323.98,9.25
NUEVO LEON,49.00,Pitahaya,Pitahaya s/clasificar,Tonelada,6.00,0.00,0.00,0.00,0.00,0.00,0.00
NUEVO LEON,50.00,Sandía,Sandía charleston (gray),Tonelada,149.00,149.00,0.00,4258.60,28.58,3877.13,16511.16
NUEVO LEON,51.00,Sorgo escobero,Sorgo escobero verde,Tonelada,174.00,174.00,0.00,591.60,3.40,16000.00,9465.60
NUEVO LEON,52.00,Sorgo escobero,Sorgo escobero s/clasificar,Tonelada,167.00,167.00,0.00,387.60,2.32,8634.67,3346.80
NUEVO LEON,53.00,Sorgo forrajero en verde,Sorgo forrajero en verde s/clasificar,Tonelada,2248.52,2248.52,0.00,46293.59,20.59,388.18,17970.25
NUEVO LEON,54.00,Sorgo grano,Sorgo grano s/clasificar,Tonelada,5606.80,5606.80,0.00,18368.11,3.28,3481.35,63945.84
NUEVO LEON,55.00,Soya,Soya s/clasificar,Tonelada,235.00,235.00,0.00,488.50,2.08,6848.80,3345.64
NUEVO LEON,56.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,110.00,110.00,0.00,2960.80,26.92,5407.10,16009.34
NUEVO LEON,57.00,Tomate rojo (jitomate),Tomate rojo (jitomate) bola,Tonelada,10.10,10.10,0.00,2908.80,288.00,10800.00,31415.04
NUEVO LEON,58.00,Tomate rojo (jitomate),Tomate rojo (jitomate) cherry,Tonelada,10.00,10.00,0.00,1590.00,159.00,11000.00,17490.00
NUEVO LEON,59.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,102.00,102.00,0.00,29474.00,288.96,10295.54,303450.65
NUEVO LEON,60.00,Tomate rojo (jitomate),Tomate rojo (jitomate) saladette,Tonelada,20.00,20.00,0.00,2146.00,107.30,8987.96,19288.16
NUEVO LEON,61.00,Tomate verde,Tomate verde s/clasificar,Tonelada,478.00,478.00,0.00,12592.00,26.34,6129.33,77180.47
NUEVO LEON,62.00,Toronja (pomelo),Toronja (pomelo) doble roja,Tonelada,1840.80,1840.80,0.00,33871.16,18.40,4168.20,141181.91
NUEVO LEON,63.00,Trigo grano,Trigo grano fuerte,Tonelada,15329.00,15219.00,110.00,33407.44,2.20,3948.68,131915.43
NUEVO LEON,64.00,Trigo grano,Trigo grano medio fuerte,Tonelada,252.00,252.00,0.00,275.42,1.09,4695.84,1293.33
NUEVO LEON,65.00,Trigo grano,Trigo grano suave,Tonelada,7230.00,6880.00,350.00,14725.00,2.14,3877.38,57094.47
NUEVO LEON,66.00,Trigo grano,Trigo grano cristalino,Tonelada,651.00,651.00,0.00,1962.50,3.01,4034.97,7918.63
NUEVO LEON,67.00,Uva,Uva industrial,Tonelada,7.50,7.50,0.00,31.10,4.15,20905.99,650.18
NUEVO LEON,68.00,Viveros de nuez,Viveros de nuez s/clasificar,Planta,32.50,32.50,0.00,289035.00,8893.38,150.00,43355.25
OAXACA,1.00,Agave,Agave mezcalero,Tonelada,9843.22,2326.72,0.00,149404.21,64.21,3209.42,479500.89
OAXACA,2.00,Aguacate,Aguacate criollo,Tonelada,669.25,669.25,0.00,2563.28,3.83,10105.99,25904.49
OAXACA,3.00,Aguacate,Aguacate hass,Tonelada,2691.20,1752.43,0.00,8838.94,5.04,20103.10,177690.11
OAXACA,4.00,Aguacate,Aguacate fuerte,Tonelada,42.00,42.00,0.00,520.50,12.39,14142.12,7360.97
OAXACA,5.00,Ajo,Ajo blanco,Tonelada,196.55,196.55,0.00,1483.14,7.55,19653.30,29148.59
OAXACA,6.00,Ajonjolí,Ajonjolí s/clasificar,Tonelada,7977.15,7862.15,115.00,5724.32,0.73,19823.14,113473.97
OAXACA,7.00,Alfalfa,Alfalfa verde s/clasificar,Tonelada,3060.85,3060.85,0.00,230998.36,75.47,438.45,101281.93
OAXACA,8.00,Alpiste,Alpiste s/clasificar,Tonelada,0.40,0.40,0.00,0.34,0.85,11500.00,3.91
OAXACA,9.00,Amaranto,Amaranto s/clasificar,Tonelada,75.61,75.61,0.00,104.14,1.38,13530.80,1409.10
OAXACA,10.00,Arvejón,Arvejón s/clasificar,Tonelada,61.75,61.75,0.00,59.25,0.96,8493.92,503.27
OAXACA,11.00,Avena forrajera en verde,Avena forrajera en verde s/clasificar,Tonelada,266.50,266.50,0.00,4963.01,18.62,507.84,2520.42
OAXACA,12.00,Cacahuate,Cacahuate s/clasificar,Tonelada,3286.91,3235.91,51.00,5068.33,1.57,12149.99,61580.15
OAXACA,13.00,Café cereza,Café cereza s/clasificar,Tonelada,130128.48,106466.30,0.00,72282.15,0.68,4623.63,334206.13
OAXACA,14.00,Café cereza,Café cereza,Tonelada,6068.45,4730.30,0.00,3547.08,0.75,6135.58,21763.40
OAXACA,15.00,Calabacita,Calabacita italiana (zucchini),Tonelada,497.89,497.89,0.00,10520.66,21.13,6701.97,70509.19
OAXACA,16.00,Camote,Camote s/clasificar,Tonelada,86.75,86.75,0.00,873.41,10.07,3198.37,2793.49
OAXACA,17.00,Caña de azúcar,Caña de azúcar industrial,Tonelada,64130.00,59265.00,0.00,3890000.10,65.64,700.68,2725658.59
OAXACA,18.00,Caña de azúcar,Caña de azúcar industrial,Tonelada,18.00,18.00,0.00,992.34,55.13,843.63,837.17
OAXACA,19.00,Caña de azúcar otro uso,Caña de azúcar fruta s/clasificar,Tonelada,19.00,10.00,0.00,369.67,36.97,1974.15,729.79
OAXACA,20.00,Caña de azúcar otro uso,Caña de azúcar piloncillo s/clasificar,Tonelada,546.50,544.50,0.00,17281.29,31.74,1299.84,22462.84
OAXACA,21.00,Caña de azúcar otro uso,Caña de azúcar piloncillo,Tonelada,387.00,387.00,0.00,20657.82,53.38,830.22,17150.45
OAXACA,22.00,Cebada grano,Cebada grano s/clasificar,Tonelada,161.50,161.50,0.00,278.86,1.73,4478.19,1248.79
OAXACA,23.00,Cebolla,Cebolla blanca,Tonelada,69.43,69.43,0.00,1341.01,19.31,7501.30,10059.32
OAXACA,24.00,Chícharo,Chícharo s/clasificar,Tonelada,455.23,455.23,0.00,320.48,0.70,7278.92,2332.75
OAXACA,25.00,Chile verde,Chile seco costeño,Tonelada,857.70,857.70,0.00,430.17,0.50,70666.05,30398.41
OAXACA,26.00,Chile verde,Chile seco tabaquero,Tonelada,179.90,179.90,0.00,121.59,0.68,171464.02,20848.31
OAXACA,27.00,Chile verde,Chile verde serrano,Tonelada,5.30,5.30,0.00,53.00,10.00,14000.00,742.00
OAXACA,28.00,Chile verde,Chile verde habanero,Tonelada,11.30,11.30,0.00,73.34,6.49,16033.29,1175.88
OAXACA,29.00,Chile verde,Chile seco ancho,Tonelada,89.25,89.25,0.00,33.94,0.38,64979.31,2205.40
OAXACA,30.00,Chile verde,Chile seco pasilla,Tonelada,608.13,608.13,0.00,404.18,0.66,58336.06,23578.27
OAXACA,31.00,Chile verde,Chile verde de agua,Tonelada,253.34,253.34,0.00,1788.27,7.06,12833.35,22949.49
OAXACA,32.00,Chile verde,Chile verde soledad,Tonelada,572.50,572.50,0.00,3404.68,5.95,12806.90,43603.39
OAXACA,33.00,Cilantro,Cilantro s/clasificar,Tonelada,16.52,16.52,0.00,120.66,7.30,3214.42,387.85
OAXACA,34.00,Ciruela,Ciruela del país,Tonelada,182.75,177.00,0.00,516.92,2.92,4869.35,2517.06
OAXACA,35.00,Coco fruta,Coco fruta s/clasificar,Tonelada,1390.00,1355.00,0.00,18459.26,13.62,3789.79,69956.70
OAXACA,36.00,Col (repollo),Col (repollo) blanca,Tonelada,14.90,14.90,0.00,321.51,21.58,1626.86,523.05
OAXACA,37.00,Copra,Copra s/clasificar,Tonelada,8232.75,8151.00,0.00,9275.17,1.14,6525.33,60523.57
OAXACA,38.00,Durazno,Durazno diamante,Tonelada,311.75,234.55,0.00,876.29,3.74,8967.64,7858.25
OAXACA,39.00,Durazno,Durazno criollo,Tonelada,918.15,903.15,0.00,2592.03,2.87,7404.30,19192.18
OAXACA,40.00,Ejote,Ejote s/clasificar,Tonelada,103.96,103.96,0.00,1139.31,10.96,7174.29,8173.74
OAXACA,41.00,Fresa,Fresa s/clasificar,Tonelada,6.65,6.65,0.00,170.58,25.65,25421.40,4336.38
OAXACA,42.00,Frijol,Frijol negro jamapa,Tonelada,4032.43,3982.43,50.00,3184.42,0.80,11495.02,36604.98
OAXACA,43.00,Frijol,Frijol otros negros,Tonelada,30323.37,30158.37,165.00,20210.44,0.67,12322.56,249044.40
OAXACA,44.00,Garbanzo grano,Garbanzo grano blanco,Tonelada,220.60,220.60,0.00,207.88,0.94,9714.15,2019.38
